지역,제목,대상
노원구,1.17(일) 2차수령(15-18시) 안심도서대출서비스,전연령
노원구,1.16(토) 1차수령(11-14시) 안심도서대출서비스 ,전연령
노원구,1.16(토) 2차수령(15-18시) 안심도서대출서비스,전연령
노원구,1.15(금) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,1.15(금) 2차수령(15-18시) 안심도서대출서비스 ,전연령
노원구,1.14(목) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,1.13(수) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,1.13(수) 2차수령(15-18시) 안심도서대출서비스,전연령
노원구,1.12(화) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,1.12(화) 2차수령(15-18시) 안심도서대출서비스,전연령
노원구,1.10(일) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,1.10(일) 2차수령(15-18시) 안심도서대출서비스,전연령
노원구,1.9(토) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,1.9(토) 2차수령(15-18시) 안심도서대출서비스 ,전연령
노원구,1.8(금) 1차수령(11-14시) 안심도서대출서비스 ,전연령
노원구,1.8(금) 2차수령(15-18시) 안심도서대출서비스,전연령
노원구,1.7(목) 1차수령(11-14시) 안심도서대출서비스 ,전연령
노원구,1.7(목) 2차수령(15-18시) 안심도서대출서비스 ,전연령
노원구,1.6(수) 2차수령(15-18시) 안심도서대출서비스 ,전연령
노원구,1.5(화) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,1.5(화) 2차수령(15-18시) 안심도서대출서비스,전연령
노원구,1.3(일) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,1.3(일) 2차수령(15-18시) 안심도서대출서비스,전연령
노원구,부모에게도 교육이 필요한 시대!_[4강] 아이를 변화시키는 부모의 말!,성인
노원구,"부모에게도 교육이 필요한 시대!_[3강] 부모와 자녀의 행복한 소통, 가정에서 기르는 문해력",성인
노원구,부모에게도 교육이 필요한 시대!_[2강] 부모와 아이 중 한 사람은 어른이어야 한다.,성인
노원구,부모에게도 교육이 필요한 시대!_[1강] 아이의 뇌에 어떤 스토리를 심을 것인가?,성인
노원구,아빠와 함께 하는 리듬톡톡 북놀이터,성인
노원구,엄마와 함께 하는 리듬톡톡 북놀이터,성인
노원구,[여름방학특별]경제야 놀자!,어린이
노원구,이야기가 있는 코딩,어린이
노원구,[여름방학특별]책읽GO 표현하GO,어린이
노원구,책읽GO 생각하GO_중학년,어린이
노원구,책읽GO 생각하GO_고학년,어린이
노원구,책읽GO 생각하GO_저학년,어린이
노원구,[칠교연극놀이]아가씨와 여우,어린이
노원구,도서관 펜팔 친구,어린이
노원구,업사이클링 클레이 화분 만들고 지구지킴이 되기,어린이
노원구,[체험형동화구연]아기돼지 삼형제(5월21일_14시-15시),어린이
노원구,[체험형동화구연]아기돼지 삼형제(5월21일_15시-16시),어린이
노원구,달콤한 도서관 레시피,어린이
노원구,리딩인과 함께하는 책토리,어린이
노원구,[체험형동화구연]아기돼지 삼형제(5월7일_14시-15시),어린이
노원구,[체험형동화구연]아기돼지 삼형제(5월7일_15시-16시),어린이
노원구,[공연]어린이 매지컬: 마법전사 매직킹,어린이
노원구,작은 씨앗이 자라면,어린이
노원구,(스무고개탐정과 함께 하는)추리독서클럽,어린이
노원구,[책이랑 톡톡. 02] 진형민 작가를 만나다,어린이
노원구,[책이랑 톡톡. 01] 서현 작가를 만나다,어린이
노원구,조물조물 크리스마스 장식만들기(1-2학년),어린이
노원구,조물조물 크리스마스 장식만들기(3-6학년),어린이
노원구,왁자지껄 토론연극 ,어린이
노원구,[공연]북극곰 예술여행,어린이
노원구,남동윤 작가와 함께하는 만화교실,어린이
노원구,(보고 들으며 느끼는)오감만족 북 콘서트,어린이
노원구,[음악놀이] 클래식이랑 놀자(5~6세),어린이
노원구,[음악놀이] 클래식이랑 놀자(7~8세),어린이
노원구,리딩인 활동가와 함께하는 책토리,어린이
노원구,오세나 작가와 함께 하는 검정토끼,어린이
노원구,[여름방학 특별]방방콕콕 세계문화여행,어린이
노원구,[어린이]반려 물고기 키우기,어린이
노원구,북스타트 기획 특강_전문가와 함께 하는 육아로드맵_3강 육아를 위한 그림책 읽는 방법 신청,성인
노원구,북스타트 기획 특강_전문가와 함께 하는 육아로드맵_2강 꿈꾸는 아이의 그림책 놀이 신청,성인
노원구,북스타트 기획 특강_전문가와 함께 하는 육아로드맵_1강 '영.유아기 자녀와 잘지내기' 신청,성인
노원구,[유아]알록달록 그림책 놀이,어린이
노원구,어린이를 위한 뉴스 바로 알기,어린이
노원구,[도.도.야] 일미터클래식 '행복한 르누아르와 반고흐',어린이
노원구,[어린이책마을]달콤한 도서관 레시피 2강 ,어린이
노원구,[어린이책마을]달콤한 도서관 레시피 1강  ,어린이
노원구,2021년 이용자맞춤서비스 ,어린이
노원구,[도서관주간]도서관에 숨은 보물찾기 ,어린이
노원구,[어린이책마을]뚝딱뚝딱 다이어리 꾸미기 ,어린이
노원구,[어린이책마을]동화동무씨동무 ,어린이
노원구,학교 적응부터 온라인수업까지_예비초 학부모교육,성인
노원구,아동학대예방교육_우리가 바꿀게!,성인
노원구,어린이책마을_다시쓰는 혹부리영감_혹부리 환불소동,전연령
노원구,1.17(일) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,1.17(일) 2차수령(15-18시) 안심도서대출서비스,전연령
노원구,1.16(토) 1차수령(11-14시) 안심도서대출서비스 ,전연령
노원구,1.16(토) 2차수령(15-18시) 안심도서대출서비스,전연령
노원구,1.15(금) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,1.15(금) 2차수령(15-18시) 안심도서대출서비스 ,전연령
노원구,1.14(목) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,1.13(수) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,1.13(수) 2차수령(15-18시) 안심도서대출서비스,전연령
노원구,1.12(화) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,1.12(화) 2차수령(15-18시) 안심도서대출서비스,전연령
노원구,1.10(일) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,1.10(일) 2차수령(15-18시) 안심도서대출서비스,전연령
노원구,1.9(토) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,1.9(토) 2차수령(15-18시) 안심도서대출서비스 ,전연령
노원구,1.8(금) 1차수령(11-14시) 안심도서대출서비스 ,전연령
노원구,1.8(금) 2차수령(15-18시) 안심도서대출서비스,전연령
노원구,1.7(목) 1차수령(11-14시) 안심도서대출서비스 ,전연령
노원구,1.7(목) 2차수령(15-18시) 안심도서대출서비스 ,전연령
노원구,1.6(수) 2차수령(15-18시) 안심도서대출서비스 ,전연령
노원구,1.5(화) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,1.5(화) 2차수령(15-18시) 안심도서대출서비스,전연령
노원구,1.3(일) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,1.3(일) 2차수령(15-18시) 안심도서대출서비스,전연령
노원구,부모에게도 교육이 필요한 시대!_[4강] 아이를 변화시키는 부모의 말!,성인
노원구,"부모에게도 교육이 필요한 시대!_[3강] 부모와 자녀의 행복한 소통, 가정에서 기르는 문해력",성인
노원구,부모에게도 교육이 필요한 시대!_[2강] 부모와 아이 중 한 사람은 어른이어야 한다.,성인
노원구,부모에게도 교육이 필요한 시대!_[1강] 아이의 뇌에 어떤 스토리를 심을 것인가?,성인
노원구,아빠와 함께 하는 리듬톡톡 북놀이터,성인
노원구,엄마와 함께 하는 리듬톡톡 북놀이터,성인
노원구,[여름방학특별]경제야 놀자!,어린이
노원구,이야기가 있는 코딩,어린이
노원구,[여름방학특별]책읽GO 표현하GO,어린이
노원구,책읽GO 생각하GO_중학년,어린이
노원구,책읽GO 생각하GO_고학년,어린이
노원구,책읽GO 생각하GO_저학년,어린이
노원구,[칠교연극놀이]아가씨와 여우,어린이
노원구,도서관 펜팔 친구,어린이
노원구,업사이클링 클레이 화분 만들고 지구지킴이 되기,어린이
노원구,[체험형동화구연]아기돼지 삼형제(5월21일_14시-15시),어린이
노원구,[체험형동화구연]아기돼지 삼형제(5월21일_15시-16시),어린이
노원구,달콤한 도서관 레시피,어린이
노원구,리딩인과 함께하는 책토리,어린이
노원구,[체험형동화구연]아기돼지 삼형제(5월7일_14시-15시),어린이
노원구,[체험형동화구연]아기돼지 삼형제(5월7일_15시-16시),어린이
노원구,[공연]어린이 매지컬: 마법전사 매직킹,어린이
노원구,작은 씨앗이 자라면,어린이
노원구,(스무고개탐정과 함께 하는)추리독서클럽,어린이
노원구,"[9월] 랜선 낭독회 “소리나는 독서, 소리듣는 독서”",성인
노원구,"[9월] 독서의 달 "" 책 빌려가방"" 만들기",어린이
노원구,[9월] 청소년 진로백서 ,청소년
노원구,『마틸다』번역가가 들려주는 『봄의 방정식』이야기 - 김난령번역가와의 만남,전연령
노원구,[8월] 불암도서관 자원봉사 사전교육,청소년
노원구,"[8월] 여름방학 독서교실 ""여름아 읽자!""",어린이
노원구,(중학생이상)여름방학 취미지원 프로그램 : 니들-펠트 한 번 배워볼래?,청소년
노원구,"청소년 인문학 특강 - 어라, 그건 이집트가 아닌데요?",청소년
노원구,[7월] 도서관과 생일이 같은 어린이 친구를 찾아요!,어린이
노원구,[8월] 신나는 그림책 놀이터,어린이
노원구,[7월] 2022년 뮤지컬 인문학 프로그램 “좌석 대신 도서관”,성인
노원구,[7월]불암도서관 자원 봉사자 사전 교육,청소년
노원구,청소년 자료실 진로 북큐레이션 연계프로그램 ,청소년
노원구,[7월] 그림책 특강 ,성인
노원구,[7월] 어린이 독서동아리 ,어린이
노원구,[6월] 불암도서관 자원봉사자 사전 교육,청소년
노원구,[6월] 소소한 이야기,어린이
노원구,[5월] 소소한이야기,어린이
노원구,[5월] 성인인문학(봄)  역사로 보는 대중음악 이야기,청소년
노원구,"[5월] 지금, 나를 채우는 문장들",성인
노원구,[4월] 유은실 작가와의 만남,어린이
노원구,[4월] 소소한 이야기,어린이
노원구,[4월] 시작된변화 청소년팀 모집,청소년
노원구,[3월] 소소한 이야기,어린이
노원구,[1월]HOW? HOW!,어린이
노원구,[12월] 범이 내려온다,어린이
노원구,성인인문학 겨울 강좌(영화),청소년
노원구,[1교시]마니마니 아저씨 키즈쇼_Magical BURAM‘s Mas,전연령
노원구,[2교시]빛과 모래로 들려주는 스토리텔링쇼_Magical BURAM‘s Mas,전연령
노원구,『체리새우:비밀글입니다』황영미 작가 청소년 힐링특강,청소년
노원구,[12월] 불암도서관 독서동아리 대상 다.독.임(다시.독서.모임) 프로그램,성인
노원구,2인 2색 온라인 작가와의 만남 (이임숙작가),성인
노원구,[11월] 내가 불암 히어로!,어린이
노원구,2인 2색 온라인 작가와의 만남 (임윤희 작가),성인
노원구,[11월][노원구립도서관 공론의 장] “수다만남 환경만담”,전연령
노원구,[11월]HOW? HOW!,어린이
노원구,[10월] 모래로 만나는 동화이야기(샌드아트공연),전연령
노원구,[10월] 『검정토끼』 저자 오세나작가와의 만남,어린이
노원구,[10월] 2021 불암도서관 성인인문학 가을 강좌 (드라마&다큐),성인
노원구,[9월]  온라인 뮤지컬<미녀와야수> ,전연령
노원구,[9월]내가 만드는 무지개 물고기,어린이
노원구,[9월] 방구석 미술실,어린이
노원구,[9월] HOW? HOW!,어린이
노원구,[8월] 방구석 미술실,어린이
노원구,[8월] HOW? HOW!,어린이
노원구,[7월]2021년 신나는 그림책 놀이터,어린이
노원구,[7월]앙리마티스- 벌거숭이 임금님 공연 음악회,전연령
노원구,[7월] HOW? HOW!,어린이
노원구,[7월]방구석 미술실,어린이
노원구,[6월]HOW? HOW!,어린이
노원구,[5월]HOW? HOW!,어린이
노원구,"성인인문학-오페라, 삶의 노래여!",성인
노원구,[4월]HOW? HOW!,어린이
노원구,[4월] 불암도서관 특별프로그램 '책과 함께',성인
노원구,[4월] 허유정작가와의 만남,전연령
노원구,2021년 청소년 사회참여 프로젝트 '시작된변화',청소년
노원구,1.17(일) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,"1.17(일) 2,3차수령(15-18시) 안심도서대출서비스",전연령
노원구,1.16(토) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,"1.16(토) 2,3차수령(15-18시) 안심도서대출서비스",전연령
노원구,"1.15(금) 2,3차수령(15-18시) 안심도서대출서비스",전연령
노원구,1.14(목) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,"1.14(목) 2,3차수령(15-18시) 안심도서대출서비스",전연령
노원구,	1.13(수) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,"	1.13(수) 2,3차수령(15-18시) 안심도서대출서비스",전연령
노원구,1.12(화) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,"1.12(화) 2,3차수령(15-18시) 안심도서대출서비스",전연령
노원구,1.10(일) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,"1.10(일) 2,3차수령(15-18시) 안심도서대출서비스",전연령
노원구,1.9(토) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,"1.9(토) 2,3차수령(15-18시) 안심도서대출서비스",전연령
노원구,1.8(금) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,1.7(목) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,"1.7(목) 2,3차수령(15-18시) 안심도서대출서비스",전연령
노원구,1.6(수) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,"1.6(수) 2,3차수령(15-18시) 안심도서대출서비스",전연령
노원구,1.5(화) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,"1.5(화) 2,3차수령(15-18시) 안심도서대출서비스",전연령
노원구,1.3(일) 1차수령(11-14시) 안심도서대출서비스,전연령
노원구,"1.3(일) 2,3차수령(15-18시) 안심도서대출서비스",전연령
종로구,                        그림책 팝업북 만들기                        ,전연령
종로구,                        감각을 일 깨우는 톡톡 책놀이                        ,어린이
종로구,                        사고력과 표현력을 쑥쑥 키우는 책놀이                        ,어린이
종로구,                        독서의 달 행사 <곽재식 작가와의 만남 - 과학으로 보는 문학이야기>                        ,성인
종로구,                        독서의 달 행사 <동화로 만나는 클레이>                        ,전연령
종로구,                        독서의 달 행사 <오롯이 독서>                        ,전연령
종로구,                        독서의 달 행사 안내                        ,전연령
종로구,                        초등고전소설토론 6기                        ,어린이
종로구,                        (제10기)그림책으로 만나는 영어스토리텔링                        ,어린이
종로구,                        그림책 팝업북 만들기 (성인 프로그램)                        ,성인
종로구,                        9월 어린이 독서 동아리                        ,어린이
종로구,                        나의첫 심부름 그림책 원화전시회 <마음정원 전>                        ,전연령
종로구,                        <괴물이오면>책놀이                        ,어린이
종로구,                        서울북스타트 국악이랑 책이랑 참여자 모집                        ,전연령
종로구,                        환경을 위한 업사이클링 북아트                        ,어린이
종로구,                        한책읽기 마음버스 책놀이                        ,어린이
종로구,                        사고력과 표현력을 쑥쑥 키우는 책놀이 (초등)                        ,어린이
종로구,                        감각을 일깨우는 톡톡 책 놀이 (유치)                        ,어린이
종로구,                        한 주제로 함께 읽기                        ,어린이
종로구,                        한 주제로 함께 읽기                        ,어린이
종로구,                        사고력과 표현력을 쑥쑥 키우는 책놀이                        ,어린이
종로구,                        감각을 일 깨우는 톡톡 책놀이                        ,어린이
종로구,                        청운문학도서관x혜화1117 '작가와의 만남'                        ,전연령
종로구,                        영화포스터 전시 <영화의 얼굴>                        ,전연령
종로구,                         8월 스토리텔링                        ,어린이
종로구,                        사회학자와 함께 읽는 홀로코스트 생존자의 서사 문학                        ,전연령
종로구,                        배화여고와 함께하는 '언니가 읽어주는 그림책'                        ,어린이
종로구,                         <그림책놀이>                        ,어린이
종로구,                         '한 책'  독서토론                        ,전연령
종로구,                        재밌고 흥겨운 책 이야기                        ,어린이
종로구,                        2022 길 위의 인문학 <종로의 문학적 사건들>                        ,전연령
종로구,                        북스타트 연계 프로그램_그림책 놀이터                        ,어린이
종로구,                        (종로별별책방)어린이 독서토론 교실                        ,어린이
종로구,                        (여름특집)사서와 함께하는 그림책 퐁당                        ,어린이
종로구,                        문학과 역사로 시작하는 나의 이야기                        ,청소년
종로구,                        업사이클링 다이어리 만들기                        ,전연령
종로구,                        여름방학 특강 <내가 한 편의 시가 된다면>                        ,어린이
종로구,                        숲에서 놀자                        ,어린이
종로구,                        2022 한주제로 함께읽기 <불편한 편의점> 김호연 저자 강연회                        ,전연령
종로구,                        사람책과 함께하는 메타버스                        ,어린이
종로구,"                        북스타트 연계 프로그램""그림책 놀이터""                        ",어린이
종로구,                         7월 스토리텔링                        ,어린이
종로구,                        출판사 연계 '작가와의 만남' : 지상으로 올라오지 못한 기억「언더그라운드」                        ,전연령
종로구,                        그림으로 읽는 SF 동화전                        ,전연령
종로구,                        2022 한 주제로 함께 읽기 <내 어깨 위 두 친구> 이수연 작가와의 만남                        ,전연령
종로구,"                        마감  7월: ""문화가 있는날"" 안내                        ",어린이
종로구,                        7월 어린이 독서 동아리                        ,어린이
종로구,                        출판사 연계 '작가와의 만남' <노자와 니체 : 철학자에게 삶의 길을 묻다>                        ,전연령
종로구,                        (양육자와 영유아가 함께하는)그림책이랑 놀자 : 북스타트 연계 프로그램                        ,어린이
종로구,                        숲에서 놀자                        ,어린이
종로구,                        2022 한 주제로 함께 읽기:김유작가와의 만남 <마음버스 타고 놀자!>                        ,어린이
종로구,                        조해진 작가와의 만남 (6.14)- 길 위의 인문학 1부 2강                        ,성인
종로구,                        6월 스토리텔링                        ,어린이
종로구,                        작은 도서관 특별한 책읽기                        ,어린이
종로구,                        우리 고전의 아름다운 성찬 : 우리고전미식회                        ,전연령
종로구,                        <길 위의 인문학> 동물과의 공존 편: 지속가능한 세상을 위해 동물과 함께 산다는 것                        ,청소년
종로구,"                         6월: ""문화가 있는날"" 안내                        ",어린이
종로구,                        <길 위의 인문학> 동물 인문학 편: 지속가능한 세상을 위해 동물과 함께 산다는 것                        ,성인
종로구,"                        붓으로 퐁당~ 우리가족 그리기, 액자만들기                        ",어린이
종로구,                        생애주기별 프로그램 - 나도 북큐레이터 '마음을 치유하는 문학테라피'                        ,성인
종로구,                        가정의 달 초청 강연 - '드로잉 오뉴 작가와의 만남 - 육아 웹툰으로 만나는 육아이야기'                        ,성인
종로구,                        아빠엄마와 함께하는 북스타트 책놀이(1차시)                        ,어린이
종로구,                        가족과 함께 하는 작가와의 만남                        ,전연령
종로구,                        감각을 일 깨우는 톡톡 책놀이                        ,어린이
종로구,"                        5월 가정의 달, 우리소리 체험                        ",전연령
종로구,                        사고력과 표현력을 쑥쑥 키우는 책놀이(초등프로그램)                        ,어린이
종로구,                        감각을 일 깨우는 톡톡 책 놀이(유치 프로그램)                        ,어린이
종로구,                        신나는 책읽기 지글보글 글쓰기                        ,어린이
종로구,                        목소리 명작동화                        ,성인
종로구,                        5월 스토리텔링 이벤트                        ,어린이
종로구,                        그림으로 만나는 동화                        ,전연령
종로구,                        가족의 가족을 뭐라고 부르지?                        ,어린이
종로구,                        국학도서관 가정의 달 행사                        ,전연령
종로구,"                        ""창의 책놀이 프로그램                        ",어린이
종로구,                        창의 책놀이 프로그램                        ,어린이
종로구,                        5월:문화가 있는 날 (테이블 연극)                        ,어린이
종로구,                        어린이 독서 동아리                        ,어린이
종로구,                        국악동화와 함께하는 이야기실뜨기                        ,어린이
종로구,"                        초등독서동아리 ""추천목녹""                        ",어린이
종로구,                        4월 스토리텔링 이벤트                        ,어린이
종로구,                        <슬기로운 아름꿈 생활> 저자강연①-②                        ,전연령
종로구,"                        도전, 열두 달 북챌린지                        ",전연령
종로구,                        사서와 함께하는 윤독모임 모집 안내                        ,성인
종로구,                        4월 게릴라 독서모임 모집 안내                        ,성인
종로구,                        청운문학도서관 독서동아리원 모집                        ,전연령
종로구,                        청운문학도서관 2022 지역동아리 모집                        ,전연령
종로구,                        어린이 서평 독서동아리 <우.책.소>                        ,어린이
종로구,                        그림으로 만나는 동화_원화 기획전시                        ,전연령
종로구,                         3월 스토리텔링 이벤트 안내                        ,어린이
종로구,                        고전 소설 낭독극 창작 및 공연 참여자 모집                        ,성인
종로구,"                        시조 쓰기, 고전 낭독극 만들기                        ",성인
종로구,                        생애주기별 프로그램 <나도 북큐레이터>                        ,성인
종로구,                        성인독서토론 <책으로 통하는 사람들>                        ,성인
종로구,                        (제9기) 그림책으로 만나는 영어스토리텔링                        ,전연령
종로구,                        엄마와 함께하는 여덟 살 글쓰기                        ,전연령
종로구,                        고전 지식인의 삶과 독서 리더십                        ,전연령
종로구,                        <위대한 고독의 순간들> 라이브 북 토크                        ,전연령
종로구,                        2021 길 위의 인문학 <종로의 인문지리>                        ,전연령
종로구,                        국악태교_우리는 곧 부모가 된다                        ,전연령
종로구,                        생각이 커가는 책놀이<1인분의 생각>                        ,어린이
종로구,                        청운문학도서관 여름방학 프로그램 <청운 랜선 북캉스>                        ,어린이
종로구,                        6월 환경의 달 <엄마는 북극 출장 중> 저자 강연                        ,전연령
종로구,                        6월 환경의 달 <북극곰 고미의 환경NGO 활동기> 저자 강연                        ,어린이
종로구,                        6월 환경의 달 <바다로 간 빨대> 저자 강연                        ,어린이
종로구,                        국학청소년기자단 종로 길 위에서 만나는 역사 강연                        ,전연령
종로구,                        국학청소년기자단 온라인 직업강연 '기자'                        ,전연령
종로구,                        국학청소년기자단 1기 모집 안내                        ,청소년
종로구,                         책으로 통하는 사람들(성인대상 독서토론 프로그램)                        ,성인
종로구,                         동화 만들기                        ,어린이
종로구,                        나와 내가 만나는 시간 그림책                        ,어린이
종로구,                         다산처럼 읽고 연암처럼 써라                        ,전연령
종로구,"                         우리가 모르는 북한, 그들이 모르는 남한                        ",전연령
종로구,                         종로구 한책선정단 모집                        ,전연령
광진구,[한 주제로 함께 읽기] <책들의 부엌> 김지혜 작가 북토크,전연령
광진구,[팹라이브러리] 장비사용안전교육(9/24),전연령
광진구,[팹라이브러리] 장비사용안전교육(9/17),전연령
광진구,[미디어창작관] 9월: OBS를 활용한 책 소개 영상 제작,성인
광진구,마지막 주 문화가 있는 수요일 < 설거지 비누 만들기> [9/28],청소년
광진구,2022년 하반기 광진정보도서관 청소년독서회(중학교 2/3학년),청소년
광진구,2022년 하반기 광진정보도서관 청소년독서회(중학교 1학년),청소년
광진구,[메이커-교육] 웹툰창작 중급반 참가자 모집,어린이
광진구,[메이커-교육] 웹툰창작 초급반 참가자 모집,어린이
광진구,[메이커-교육] 3D 공작소: 3D모델링-Blender 중급반,어린이
광진구,[온라인] 광진정보도서관 작가와의 만남 <일생도서관: 8월 노명우 교수>,전연령
광진구,[오프라인] 광진정보도서관 작가와의 만남 <일생도서관: 8월 노명우 교수>,전연령
광진구,[메이커-교육] 웹툰창작 성인반 참가자 모집,성인
광진구,[팹라이브러리]에서 놀자! 진공성형기를 활용한 석고방향제 만들기! (8/25~8/26),전연령
광진구,[팹라이브러리] 장비사용안전교육(8/27),전연령
광진구,[팹라이브러리] 매월(8월) 마지막 주 문화가 있는 수요일 <감성놀이 드림캐처 작품 만들기> [8/31],어린이
광진구,[팹라이브러리] 장비사용안전교육(8/13),전연령
광진구,8월 문화가 있는 수요일 웹툰 창작 체험: 덕질툰 그리기,전연령
광진구,2022년 도서관 지혜학교,성인
광진구,[미디어창작공간] 8월: OBS를 활용한 영화 리뷰 영상 제작,성인
광진구,[메이커-교육] 어린이 영상편집 교육 여름 특강,어린이
광진구,광진정보도서관 여름방학 독서교실 [광브르 곤충아카데미] ,어린이
광진구,[광진-오프라인] 시니어 스마트폰 활용 교육지도사 양성과정,성인
광진구,[팹라이브러리]에서 놀자! 유니맷 직소를 활용한 양인형 만들기!(7/29),어린이
광진구,[팹라이브러리]에서 놀자! 유니맷 직소를 활용한 양인형 만들기!(7/28),어린이
광진구,[팹라이브러리]  3D모델링 피규어 만들기 (퓨전360+3D프린터),성인
광진구,[오프라인] 광진정보도서관 작가와의 만남 <일생도서관: 7월 홍인혜(LUNA) 작가>,전연령
광진구,[온라인] 광진정보도서관 작가와의 만남 <일생도서관: 7월 홍인혜(LUNA) 작가>,전연령
광진구,재공지 [광진-온라인] 정여울의 글쓰기 수업 -2022년 주민참여인문학 Ⅱ,전연령
광진구,[광진-온라인] 우리 각자의 미술관 -2022년 주민참여인문학 Ⅰ,전연령
광진구,7월 문화가 있는 수요일 웹툰 창작 체험: 꿈툰 그리기,전연령
광진구,[온라인] <2022년 광진구 독서동아리 사업설명회>,성인
광진구,[미디어창작공간] 7월: OBS를 활용한 취미&여행지 소개 영상 만들기,성인
광진구,[팹라이브러리] 원데이클래스 : 전문강사님과 함께하는 '재봉틀 컵홀더 만들기',청소년
광진구,[팹라이브러리] 매월(7월) 마지막 주 문화가 있는 수요일 <신소재 슈링클스&3D펜 작품만들기> [7/27],어린이
광진구,[팹라이브러리] 장비사용안전교육(7/23),전연령
광진구,[팹라이브러리] 장비사용안전교육(7/9),전연령
광진구,[대면]2022년 광진정보도서관 북스타트 자원활동가 모집 및 양성교육 (총 6회),성인
광진구,[온라인] 광진정보도서관 작가와의 만남 <일생도서관: 6월 오세란 청소년문학평론가>,전연령
광진구,"자양한강도서관 2022 북스타트프로그램 '그림책으로 맘 준비, 맘 돌봄!'(대면)",전연령
광진구,[메이커-교육] 웹툰창작 중급반 참가자 모집,어린이
광진구,[메이커-교육] 웹툰창작 초급반 참가자 모집,어린이
광진구,[메이커-교육] 그림책과 함께하는 유쾌한 코딩,어린이
광진구,업사이클로 만나는 그림책(성인)(2022년 광진정보도서관 교육문화프로그램 2차),성인
광진구,"[팹라이브러리]에서 놀자! 밴딩 패턴을 이용한 MDF 꼬마상자 만들기 (퓨전360 & 레이저 커팅기) [6/17, 6/24 _ 총 2회차] ",전연령
광진구,[미디어창작공간] 6월: OBS를 활용한 우리 가족 뉴스 만들기,어린이
광진구,[온라인] 광진정보도서관 작가와의 만남 <일생도서관: 6월 김민형 교수>,전연령
광진구,[메이커-교육] 3D 공작소: 3D 모델링 창의교육,어린이
광진구,전쟁으로 만나는 한국사(초등 5~6)(2022년 광진정보도서관 교육문화프로그램 2차),어린이
광진구,와글와글 과학놀터 (심화)(초등 3~4)(2022년 광진정보도서관 교육문화프로그램 2차),어린이
광진구,와글와글 과학놀터 (기초)(초등 1~2)(2022년 광진정보도서관 교육문화프로그램 2차),어린이
광진구,[팹라이브러리] 장비사용안전교육(6/25),전연령
광진구,[팹라이브러리] 장비사용안전교육(6/11),전연령
광진구,6월 문화가 있는 수요일 웹툰 창작 체험: 사파리 여행툰 그리기,전연령
광진구,[팹라이브러리] 매월(6월) 마지막 주 문화가 있는 수요일 <나만의 우드버닝 작품만들기> ,전연령
광진구,[온라인]2022 광진정보도서관 일상에서 만나는 인문학 <난처한 동양미술 이야기>,전연령
광진구,문해력 글쓰기 트레이닝(2022년 광진정보도서관 교육문화프로그램 2차),어린이
광진구,사진 읽어주는 도서관: 스마트폰으로 사진 잘 찍기(성인)(2022년 광진정보도서관 교육문화프로그램 2차),성인
광진구,[메이커-교육] 웹툰창작 성인반 참가자 모집,성인
광진구,한 주제로 함께 읽기 서포터즈 모집,전연령
광진구,[오프라인] 뮤키디오 콘서트<오늘의 난 미지근하게 축제>,성인
광진구,[중곡 온라인]  이남옥 교수 특강 <가족: 가장 가까이에 나와 닮은 타인들> 행복한 가족은 무엇이 다를까,전연령
광진구,[온라인] 2022 광진정보도서관 트렌디 인문학 <미래를 읽는 경제아카데미>,전연령
광진구,[온라인] '한강 문학 살롱' 김남희 작가와의 만남,전연령
광진구,[미디어창작공간] 5월: OBS를 활용한 책 소개 영상 제작,성인
광진구,[온라인] 광진정보도서관 작가와의 만남 <일생도서관: 5월 김범준 작가> ,전연령
광진구,[오프라인] 광진정보도서관 작가와의 만남 <일생도서관: 5월 김범준 작가> ,전연령
광진구,5월 문화가 있는 수요일 웹툰 창작 체험: 가족 일상툰 그리기,전연령
